muestra,t,M 5A,DUT 30A,
51,26281,3.872,202.130,
52,26806,3.017,170.363,
53,27332,4.002,97.481,
54,27857,1.336,93.642,
55,28383,0.422,89.245,
56,28909,1.266,86.288,
57,29434,0.945,87.470,
muestra,t,M 5A,DUT 30A,
2,531,4.063,102.537,
3,1057,3.509,95.778,
4,1581,0.732,137.195,
5,2107,1.334,138.462,
6,2632,1.463,138.012,
7,3157,1.792,141.505,
8,3682,0.597,143.287,
9,4207,1.981,145.047,
10,4732,0.000,139.355,
11,5258,3.483,140.251,
12,5785,1.521,145.326,
13,6310,2.112,142.139,
14,6834,2.195,142.365,
15,7360,1.193,140.962,
16,7885,3.379,140.640,
17,8411,0.844,142.521,
18,8937,0.943,142.925,
19,9462,1.336,140.320,
20,9987,3.046,138.081,
21,10513,1.193,140.529,
22,11038,1.463,131.895,
23,11563,2.069,128.690,
24,12087,0.845,130.105,
25,12614,2.272,114.107,
26,13138,0.845,125.940,
27,13664,0.943,124.422,
28,14191,3.427,130.652,
29,14715,0.845,126.905,
30,15240,0.000,120.944,
31,15769,0.422,126.059,
32,16293,1.636,130.302,
33,16819,5.236,128.899,
34,17345,0.422,123.777,
35,17870,4.723,130.548,
36,18396,1.634,126.668,
37,18922,1.266,125.244,
38,19447,3.802,130.647,
39,19973,0.000,131.264,
40,20499,1.266,130.530,
41,21024,0.597,125.172,
42,21550,3.702,128.277,
43,22076,3.890,125.269,
44,22601,3.379,130.277,
45,23127,1.688,133.154,
46,23653,0.422,129.470,
47,24178,1.841,128.440,
48,24704,3.820,126.592,
49,25229,3.406,130.129,
50,25757,4.074,130.450,
51,26281,3.658,202.622,
52,26806,3.848,204.249,
53,27333,3.071,210.573,
54,27858,0.422,203.034,
55,28382,0.000,184.048,
56,28909,1.033,95.790,
57,29433,1.035,90.431,
58,29959,2.151,87.542,
59,30485,0.943,87.101,
60,31010,0.422,87.139,
61,31536,1.193,91.023,
muestra,t,M 5A,DUT 30A,
2,529,1.523,87.836,
3,1055,0.422,92.454,
4,1580,0.945,139.723,
5,2104,2.314,142.071,
6,2630,3.427,143.127,
7,3156,0.845,142.387,
8,3680,4.074,144.314,
9,4206,0.943,142.791,
10,4735,3.820,145.656,
11,5260,0.422,141.686,
12,5785,3.844,141.574,
13,6311,1.035,144.114,
14,6836,3.379,146.128,
15,7361,3.820,142.116,
16,7888,0.000,143.395,
17,8413,0.422,141.278,
18,8938,0.422,143.596,
19,9464,1.523,145.622,
20,9989,0.732,144.248,
21,10513,0.945,143.444,
22,11040,1.579,129.717,
23,11565,3.483,126.703,
24,12089,0.597,127.537,
25,12616,0.422,119.188,
26,13141,1.035,127.436,
27,13665,0.000,131.675,
28,14191,1.739,125.729,
29,14716,3.985,133.348,
30,15243,1.336,128.889,
31,15769,3.797,131.751,
32,16296,1.266,127.626,
33,16821,0.597,135.142,
34,17347,0.422,127.926,
35,17872,0.945,125.403,
36,18397,3.379,126.144,
37,18922,0.943,125.013,
38,19449,3.890,125.983,
39,19974,0.422,122.632,
40,20499,2.067,129.346,
41,21025,0.000,128.665,
42,21549,0.732,124.349,
43,22074,0.732,126.297,
44,22601,0.844,126.996,
45,23125,0.422,130.794,
46,23650,0.597,124.219,
47,24176,1.193,124.371,
48,24701,0.422,125.275,
49,25227,0.422,126.110,
50,25755,0.422,155.754,
51,26281,0.597,202.114,
52,26806,3.872,203.429,
53,27332,1.116,198.867,
54,27858,2.865,197.923,
55,28382,0.422,151.524,
56,28909,0.596,95.602,
57,29435,0.597,96.013,
58,29960,3.797,91.584,
59,30487,3.475,83.581,
60,31014,0.422,89.102,
61,31539,1.035,85.614,
muestra,t,M 5A,DUT 30A,
2,530,0.422,85.539,
3,1056,3.605,91.269,
4,1582,0.597,137.440,
5,2107,0.422,139.147,
6,2632,1.267,144.936,
7,3157,0.844,140.187,
8,3684,0.000,138.091,
9,4209,4.853,143.779,
10,4737,1.116,139.958,
11,5263,5.087,141.935,
12,5787,3.432,144.914,
13,6313,2.953,137.673,
14,6839,0.945,142.229,
15,7363,0.422,143.891,
16,7889,0.597,138.022,
17,8416,2.701,141.257,
18,8941,1.267,142.252,
19,9465,3.432,146.939,
20,9992,5.150,139.269,
21,10518,0.000,140.072,
22,11042,0.422,130.302,
23,11568,0.731,132.551,
24,12094,3.848,130.129,
25,12624,0.844,124.113,
26,13151,0.943,128.501,
27,13676,0.597,130.548,
28,14200,1.035,123.076,
29,14726,2.701,130.971,
30,15255,1.399,122.030,
31,15780,0.000,123.831,
32,16306,0.422,134.256,
33,16832,0.422,135.113,
34,17357,1.035,132.041,
35,17883,0.000,127.248,
36,18408,2.069,125.557,
37,18933,3.104,128.014,
38,19458,0.000,128.302,
39,19985,1.334,124.087,
40,20510,0.000,128.490,
41,21035,4.025,125.448,
42,21561,3.802,129.833,
43,22086,2.987,125.812,
44,22611,0.000,130.750,
45,23138,0.000,131.727,
46,23663,0.422,136.326,
47,24187,0.732,133.781,
48,24714,3.401,133.922,
49,25236,1.035,131.651,
50,25762,3.375,160.416,
51,26288,3.820,203.281,
52,26814,1.889,209.067,
53,27338,0.422,209.742,
54,27864,1.790,202.301,
55,28389,2.154,147.833,
56,28915,0.943,90.422,
57,29441,0.844,87.359,
58,29966,2.987,93.573,
59,30490,0.945,85.839,
60,31016,2.668,85.730,
61,31542,0.422,82.090,
muestra,t,M 5A,DUT 30A,
2,531,3.530,86.140,
3,1055,3.379,94.257,
4,1581,1.116,137.998,
5,2107,3.940,143.130,
6,2631,3.406,136.584,
7,3156,3.825,140.868,
8,3682,2.311,139.981,
9,4209,0.422,140.228,
10,4733,3.872,138.314,
11,5260,0.597,138.439,
12,5785,3.432,143.130,
13,6309,0.732,136.819,
14,6835,3.375,147.166,
15,7360,2.275,146.194,
16,7886,3.453,139.775,
17,8412,0.597,137.440,
18,8937,0.000,143.712,
19,9462,2.957,142.116,
20,9988,1.266,144.730,
21,10513,0.000,146.983,
22,11037,0.422,134.188,
23,11563,0.597,131.068,
24,12089,0.597,130.573,
25,12613,0.597,132.429,
26,13139,0.422,131.410,
27,13666,0.000,127.751,
28,14190,1.195,132.478,
29,14717,2.275,132.429,
30,15244,0.000,130.407,
31,15769,0.000,134.021,
32,16293,0.422,126.627,
33,16819,1.266,132.986,
34,17345,0.000,132.065,
35,17869,1.636,130.055,
36,18395,3.013,128.974,
37,18922,1.334,130.308,
38,19447,0.597,128.440,
39,19972,0.000,132.140,
40,20498,2.738,131.407,
41,21023,1.035,129.387,
42,21548,0.000,132.212,
43,22075,0.844,128.924,
44,22601,0.000,130.210,
45,23127,0.943,132.768,
46,23652,0.845,134.523,
47,24177,0.422,133.516,
48,24702,0.422,127.738,
49,25231,3.797,124.936,
